Work ID,Title,Credit(Different PN),First published,First published in,evaluation,review
37686,Daddy is a star! Serialization ended;;;; Daddy is a star!; Daddy is a star!; Daddy is a star!; Daddy is a star!; Daddy is a star! Daddy is a star! Daddy is a star!,(Fujiko Fujio),1971,Monthly Tezuka Magazine Leo,0,
16097,Parasol Henbee series ended Parasol Henbee; Parasol Henbee;; Parasol Henbee Parasol Henbee Parasol Henbee,(Fujiko Fujio),1989,Monthly Hero Magazine,0,
37685,Panta-kun serialization has ended;;;;Panta-kun;Panta-kun;Panta-kun Panta-kun Panta-kun,(Fujiko Fujio),1972,First grade elementary school,0,
22432,Perman serialization endsPerman;;Perman Perman Perman,Illustrations by Fujiko Fujio [Illustrations by Fujiko F. Fujio],1966,Fourth grade elementary school,3.7,3 Results
22441,Parman [New] serialization ended;;;;;Parman;Parman;Parman [New] Parman Parman,Illustrations by Fujiko Fujio [Illustrations by Fujiko F. Fujio],1983,CoroCoro Comic,3,2 Results
6185,Big 1 serialization ended Big 1; Big One;; Big One Big One Big One,(Fujiko Fujio),1962,Weekly Shonen Sunday,0,
6186,Billiken [our version] serialization ended;;;;Biriken;Biriken;Biriken Billiken,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1969,Us,0,
22456,Billiken [Fun kindergarten version];;;;Biriken;Biriken;Biriken Billiken,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1969,Fun kindergarten,0,
82591,Fukukitaru One-shot Fukukitaru Fukukitaru,(Fujiko Fujio),1981,Super Fiction [Weekly Manga Action Special Edition],0,
98866,Futari BocchiOne-shotFutari Bocchi; Futari Bocchi; Futari Bocchi Futari Bocchi,(Fujiko Fujio),1978,Weekly Shonen Sunday Special Edition [1978-1979],0,
70581,Fuuta-kun NOW serialization endsFuta-kun NOW;Futakun now;;Futa-kun now Fuutakun now Fuuta-kun now,(Fujiko Fujio),1982,Shonen KING,0,
6187,Black Shokai HenkirouSerialization endedBlack Shokai Henkirou;Black Shokai Henkirou;;Black Shokai Henkirou Black Shokai Henkirou Black Shokai Henkirou,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1976,Weekly Shonen Champion,0,
6189,Pro Golfer Saru serialization endsPro Golfer Saru;Pro Golfer Saru;;Pro Golfer Saru Pro Golfer Saru Pro Golfer Saru,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1974,Weekly Shonen Sunday,0,
31068,pro golfer monkey monkey vs king kong;;;;; pro golfer monkey monkey tying kong; pro golfer monkey monkey vs king kong pro golfer monkey pro golfer monkey pro golfer monkey monkey tying kong pro golfer monkey monkey tying kong,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1975,Weekly Shonen Sunday Special Edition [1959-1977],0,
31067,pro golfer monkey monkey golf commotion;;;;; pro golfer monkey monkey golf commotion; pro golfer monkey monkey golf commotion; pro golfer monkey monkey golf commotion pro golfer monkey pro golfer monkey monkey golf commotion pro golfer monkey monkey golf commotion,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio A],1974,Weekly Shonen Sunday Special Edition [1959-1977],0,
22452,The Bellabo series has ended;;;;; Bellabo; Bellabo Bellabo Bellabo,Illustrations by Fujiko Fujio [Illustrations by Fujiko F. Fujio],1968,Manga King [1961-1971],0,
87419,"Convenient backpack, hand-drawn, convenient backpack; Benlina backpack;; Benlina backpack Benlina backpack Convenient backpack",(Fujiko Fujio),1955,Newly drawn,0,
30885,My Son Goku Tokiwa-so version;;;;;My Son Goku Tokiwa-so version;My Son Goku Tokiwa-so version;My Son Goku Tokiwa-so version My Son Goku Tokiwa-so version,Illustrations by Fujiko Fujio [Illustrations by Fujio Akatsuka],1999,Special Comic Box,0,
14894,my robot;;;;;my robot;my robot;my robot my robot my robot,(Fujiko Fujio),,,0,
37687,My Robot One-shot;;;;My Robot;My Robot;My Robot My Robot My Robot,(Fujiko Fujio),1969,Children's Light,0,
43257,"Dora and Bakeru and another thing I'm Momotaro, what am I? [Doraemon] One-shot I'm Momotaro, what am I?; I'm Momotaro, what am I?; Dora and Bakeru and another thing; Dora to Bakeru to mouhitotsu;; I'm Momotaro, what am I?; Dora to Bakeru to mouhitotsu; Doraemon Doraemon; Bakeru-kun; I'm Momotaro, what am I?; I'm Momotaro, what am I?; I'm Momotaro, what am I?; I'm Momotaro, what am I?; Dora to Bakeru to mouhitotsu Dora to Bakeru to mouhitotsu",(Fujiko Fujio),1975,Fourth grade elementary school,0,
99959,"My home, my home;;My home, my home, my home",(Fujiko Fujio),,Weekly Manga Action Special Edition,0,
22450,X-kun in a mask;;;;;X-kun in a mask;X-kun in a mask;masknoXkun masknoXkun masknoXkun,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1965,Mainichi Elementary School Newspaper,0,
63103,Mataro flies One-shot Mataro flies; Mataro Gatobu;;MATARO NIGHT FLIGHT; Matarou ga tobu Matarou ga tobu,(Fujiko Fujio),1981,young magazine,0,
25349,Money Hunter Futa-kun;;;;;; Money Hunter Futa-kun; Money Hunter Futa-kun Money Hunter Futa-kun Money Hunter Futa-kun,(Fujiko Fujio),,,0,
16263,Manga Michi serialization has ended;;;; Manga Michi; Manga Michi; Manga Michi Manga Michi Manga Michi,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1970,"Shonen Champion [published twice a month: Issue 1, 1969 (August 10th issue) - Issue 13, 1970 (July 1st issue)]",0,
19850,Manga Michi Special;;;;; Manga Michi Special; Manga Michi Special; Manga Michi Special Manga Michi Special Manga Michi Special,(Fujiko Fujio),1996,CoroCoro Comic,0,
6190,Mikio and Mikio;;;;;Mikio and Mikio;Mikio and Mikio;Mikio to Mikio Mikio to Mikio Mikio to Mikio,(Fujiko Fujio),,,0,
36093,Midori no Guardian One-shot;;;;Midorino;Midori no Guardian;Midorino Midorino Midorino,(Fujiko Fujio),1976,Monthly Manga Shonen,0,
36097,Mimitaro one-shot;;;;Mimitaro;Mimitaro;Mimitaro Mimitaro Mimitaro,(Fujiko Fujio),1976,Monthly Manga Shonen,0,
46172,Miracle 1 serialization ended Miracle 1; Miracle One;; Miracle One Miracle 1 Miracle One Miracle One,(Fujiko Fujio),1979,CoroCoro Comic,0,
43409,Anonymous-kun serialization ends Anonymous-kun; Mumeikun;; Mumeikun Mumeikun Mumeikun,(Fujiko Fujio),1971,LEED Comics,0,
82525,Mephisto Sanka One-shot Mephisto Sanka; Mephisto Sanka;; Mephisto Sanka Mephisto Sanka,(Fujiko Fujio),1979,Super Fiction [Weekly Manga Action Special Edition],0,
6191,Mojako [Bokura Magazine version] serialization ended;;;;;;Bokura Magazine version;Mojako;Mojako;Mojako Space creature Mojako;Space creature Mojako Mojako Mojako,Illustrations by Fujiko Fujio [Illustrations by Fujiko F. Fujio],1969,Our Magazine,0,
29290,Mojako [Tanoshii Kindergarten Edition] serialization ended;;;;;;Tanoshii Kindergarten Edition;Mojako;Mojako;Mojako Mojako Mojako,(Fujiko Fujio),,Fun kindergarten,0,
37551,Mokkoro-kun serialization ended;;;; Mokkoro-kun; Mokkoro-kun; Mokkoro-kun Mokkoro-kun,(Fujiko Fujio),1973,kindergarten,0,
29288,Monger-chan serialization has ended;;;;Monger-chan;Monger-chan;Monger-chan 21emon;Nijuuichiemon Monger-chan Monger-chan,(Fujiko Fujio),1968,kindergarten,0,
36127,One-shot of Yumekagerou;;;;Yumekagerou;Yumekagerou Yumekagerou Yumekagerou,(Fujiko Fujio),1977,Monthly Manga Shonen,0,
6196,Dream camera;;;;; dream camera; dream camera; dream camera dream camera dream camera,(Fujiko Fujio),,,0,
14927,UTOPIA The Last World War;;;;;UTOPIA The Last World War;Utopia The Last World War;Utopia The Last World War Utopia The Last World War,(Fujiko Fujio),,,0,
23992,U-bo;;;;;U-bo; U-bo; U-bo U-bo U-bo,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],,,0,
61758,Love Letter Love LetterOne-shot Love Letter;Love Letter;;Love Letter Love Letter Love Letter,(Fujiko Fujio),1971,"Big Comic Special Issue [issued five times a year (labeled as ""Special Issue of Month"")]",0,
28072,Rocket-kun (Space Boys Club) serialization ended;;;;;; Rocket-kun; Rocket-kun (Space Boys Club); Rocket-kun Rocket-kun Space Boys Club 커비 커비 커비,(Fujiko Fujio),1956,Us,0,
42926,Rocket Kenchan serialization ended;;;; Rocket Kenchan; Rocket Kenchan; Rocket Kenchan Rocket Kenchan Rocket Kenchan,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1960,kindergarten,0,
58380,Rocket Boy One-shot Rocket Boy; Rocket Boy;; Rocket Boy Rocket Boy,(Fujiko Fujio),,boy,0,
19855,Lonely Gun;;;;;;Lonely Gun;Lonely Gun Love...At First Sight...(4) Lonely Gun Lonely Gun,(Fujiko Fujio),1961,Adventure King,0,
28054,Wakato's serialization has ended;;;;Wakato's;Wakato's Wakato's,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1964,Weekly Shonen Magazine,0,
91940,Wakatonosama Wakatonosama; Wakatonosama Wakatonosama,(Fujiko Fujio),,Bessatsu Shonen Magazine [1964-1975],0,
22448,My name is X-kun [Children's Club version];;;;;;My name is X-kun;My name is X-kun;Wagana wa X-kun;Children's Club version Wagana ha X-kun My name is X-kun,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],,Children's Club,0,
22449,My name is X-kun serialization has ended;;;;;My name is X-kun;My name is X-kun;My name is X-kun My name is X-kun,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1959,Fun Fourth Grade,0,
22447,I'm X-kun;;;;;I'm X-kun;I'm X-kun;I'm X-kun I'm X-kun,Illustrations by Fujiko Fujio [Illustrations by Fujiko Fujio],1957,Fun Fourth Grade,0,
98626,Nishiono's representative work Nishiono;;NISHIONO,(Cat paw),,,0,
43008,Magic Senpai [One-shot version] One-shot Magic Senpai;;One-shot version,(Amanatsu Azu),2015,young magazine,0,
43007,Talking dog;;;; Talking dog; Shovel dog Shovel dog Talking dog,(Amanatsu Azu),2014,Monthly Young Magazine,0,
18293,The great truth about aliens;;;;;The great truth about aliens;The great truth about aliens;The great truth about aliens The great truth about aliens,(Asuka Akio),,,0,
8530,The big truth behind the extinction of the dinosaurs;;;;;The big truth behind the extinction of the dinosaurs;The big truth behind the extinction of the dinosaurs,(Asuka Akio),,,0,
53853,Message from the AncientsOne-shot message from the ancients; Message from the Ancients;; Message from the Ancients Message from the Ancients,(ASUKA Brothers),1985,Fresh Jump,0,
79221,Comic Wars serialization endsComic Wars;;Comic Wars Comic Wars Comic Wars,(Asuka Akio),1990,CoroCoro Comic,0,
18291,shock science;;;;;shock science;shock science;shock science shock science shock science,(Asuka Akio),,,0,
18292,Shock Science R;;;;;Shock Science Returns;Shock Science R Shock Science Returns Shock Science Returns,(Asuka Akio),,,0,
22587,The great horror of the late 1999 century!;;;;;The great horror of the late 1999 century!;The great horror of the late 1999 century;The great horror of the late 1999 century;The great horror of the late 1999 century,(Asuka Akio),,,0,
18297,The fear of the great destruction of the earth!;;;;;The fear of the great destruction of the earth;The fear of the great destruction of the earth!,(Asuka Akio),,,0,
22589,Nostradamus Hell's X-Files;;;;;Nostradamus Hell's X-Files;Nostradamus Hell's X-Files;Nostradamus Hell's X-Files Nostradamus Hell's X-Files,(Asuka Akio),,,0,
18296,1999 Nostradamus's Great Truth;;;;;1999 Nostradamus's Great Truth;Nostradamus's Great Truth;Nostradamus's Great Truth Nostradamus's Great Truth,(Asuka Akio),,,0,
22590,The story of Hachiko;;;;; The story of Hachiko; The story of Hachiko; The story of Hachiko,Illustrations by Asuka Akio [Illustrations by Asuka Akio],,,0,
18294,The true identity of Plasna;;;;;;The true identity of Plasna;Plasna no Shotai Plasna no Shotai Plasna no Shotai,(Asuka Akio),,,0,
18295,The great truth of Yamataikoku;;;;;The great truth of Yamataikoku;The great truth of Yamataikoku The great truth of Yamataikoku,(Asuka Akio),,,0,
22588,The big truth about UFOs;;;;;The big truth about UFOs;The big truth about UFOs;The big truth about UFOs,(Asuka Akio),,,0,
53853,Message from the AncientsOne-shot message from the ancients; Message from the Ancients;; Message from the Ancients Message from the Ancients,(ASUKA Brothers),1985,Fresh Jump,0,
53870,Comicomi Rana-chan Comicomi Rana-chan; Comicomi Rana-chan;; comicomi-RANACHAN Comicomi Rana-chan Comicomi Rana-chan,(Akio Asuka),,,0,
53888,Theseus one-shot Theseus;;theseus Theseus teseusu,(Akio Asuka),1979,Monthly OUT,0,
10984,My circuit;;;;My circuit;My circuit;My circuit My circuit My circuit,(Yamaguchi Hiroshi),,,0,
31749,New Year's Title Match;;;;;New Year's Title Match;New Year's Title Match New Year's Title Match New Year's Title Match,(Yamaguchi Hiroshi),1980,Monthly Manga Shonen,0,
31748,Policewoman heaven;;;;;;Fukeitengoku;Fukeitengoku;Policewoman heaven Fukeitengoku Fukeitengoku,(Yamaguchi Hiroshi),1979,Monthly Manga Shonen,0,
23069,Oni no Sharaku Oni ​​no Sharaku; Oni no Sharaku;; Oni no Sharaku Oni ​​no Sharaku,Original story (Ryōji Kawakita) [Illustrations: Takurō Tada],,M's Action,0,
20364,The Gun in December: The Full Moon Hall Shooting Incident;;;;; The Gun in December: The Full Moon Hall Shooting Incident; The 12th month's shooting incident; The 12th month's shooting incident,Original story (Ryōji Kawakita) [Illustrations: Jiro Taniguchi],,,0,
96178,Manga: Small Universe! The Mysteries of the BodyManga: Small Universe! The Mysteries of the Body;Manga: Small Universe! The Mysteries of the Body;;Manga: Small Universe! The Mysteries of the BodyManga: Small Universe! The Mysteries of the BodyManga: Small Universe! The Mysteries of the Body,Original work (Ryōji Kawakita) [Manga: Pyun Oiwa],,,0,
18293,The great truth about aliens;;;;;The great truth about aliens;The great truth about aliens;The great truth about aliens The great truth about aliens,(Asuka Akio),,,0,
8530,The big truth behind the extinction of the dinosaurs;;;;;The big truth behind the extinction of the dinosaurs;The big truth behind the extinction of the dinosaurs,(Asuka Akio),,,0,
53870,Comicomi Rana-chan Comicomi Rana-chan; Comicomi Rana-chan;; comicomi-RANACHAN Comicomi Rana-chan Comicomi Rana-chan,(Akio Asuka),,,0,
79221,Comic Wars serialization endsComic Wars;;Comic Wars Comic Wars Comic Wars,(Asuka Akio),1990,CoroCoro Comic,0,
18291,shock science;;;;;shock science;shock science;shock science shock science shock science,(Asuka Akio),,,0,
18292,Shock Science R;;;;;Shock Science Returns;Shock Science R Shock Science Returns Shock Science Returns,(Asuka Akio),,,0,
22587,The great horror of the late 1999 century!;;;;;The great horror of the late 1999 century!;The great horror of the late 1999 century;The great horror of the late 1999 century;The great horror of the late 1999 century,(Asuka Akio),,,0,
18297,The fear of the great destruction of the earth!;;;;;The fear of the great destruction of the earth;The fear of the great destruction of the earth!,(Asuka Akio),,,0,
53888,Theseus one-shot Theseus;;theseus Theseus teseusu,(Akio Asuka),1979,Monthly OUT,0,
22589,Nostradamus Hell's X-Files;;;;;Nostradamus Hell's X-Files;Nostradamus Hell's X-Files;Nostradamus Hell's X-Files Nostradamus Hell's X-Files,(Asuka Akio),,,0,
18296,1999 Nostradamus's Great Truth;;;;;1999 Nostradamus's Great Truth;Nostradamus's Great Truth;Nostradamus's Great Truth Nostradamus's Great Truth,(Asuka Akio),,,0,
22590,The story of Hachiko;;;;; The story of Hachiko; The story of Hachiko; The story of Hachiko,Illustrations by Asuka Akio [Illustrations by Asuka Akio],,,0,
18294,The true identity of Plasna;;;;;;The true identity of Plasna;Plasna no Shotai Plasna no Shotai Plasna no Shotai,(Asuka Akio),,,0,
18295,The great truth of Yamataikoku;;;;;The great truth of Yamataikoku;The great truth of Yamataikoku The great truth of Yamataikoku,(Asuka Akio),,,0,
22588,The big truth about UFOs;;;;;The big truth about UFOs;The big truth about UFOs;The big truth about UFOs,(Asuka Akio),,,0,
67966,Eroman no Hoshi serialization ended Eroman no Hoshi; Eroman no Hoshi;; Eroman no Hoshi Eroman no Hoshi Eroman no Hoshi,(Kanpei Morito),,Monthly Young King Ours GH,0,
67968,Eroman no Hoshi: Introduction to erotic manga from amateurs - supplementary edition - serialization ended Eroman no Hoshi; Eroman no Hoshi;; Introduction to erotic manga from amateurs - supplementary edition -; amateur erotic manga intake chapter; Eroman no Hoshi; amateur erotic manga intake chapter Eroman no Hoshi Eroman no Hoshi amateur erotic manga intake chapter amateur erotic manga intake chapter,(Kanpei Morito),2019,Young Comic [January 2014 issue~],0,
25911,Kanehira Theater (working title) serialization ended;;;;; Kanehiragekijo; Kanehiragekijo; Kanehira Theater (working title) Kanehira Theater Bad science and learning Mama Thick Animal Bad science and learning Super secret mobile unit NAZO Theater of love Let's try this! Zan-ZAN- COMING SOON Shi/a/w/se? Gotaku-kun and Mujaki-san ×-FILE Bad science and learning Kanmanji Kanehira Theater Manga Grand Prize selection results announced! Substitute original FRUSTRATION NHK Magical Pop Chory Kanehiragekijo Kanehiragekijo,(Kanpei Morito),1997,Comic Beam,0,
25912,Kanehiradamamono serialization has ended;;;;;Kanehiradamamono;Kanehiradamamono Kanehiradamamono Kanehiradamamono,(Kanpei Morito),1999,Comic Beam,0,
27205,KANEHIRA-DEATH is currently being serialized;;;;;KANEHIRA-DEATH;It's Kanehira;It's Kanehira It's Kanehira It's Kanehira,(Kanpei Morito),2003,Comic Beam,0,
25913,Is it Kanehira? End of series;;;;;Is it Kanehira;Is it Kanehira;Is it Kanehira? Is it Kanehira? Is it Kanehira?,(Kanpei Morito),2001,Comic Beam,0,
49670,Is this the end of the series? Is this the end?; Is this the end?,(Kanpei Morito),2017,Monthly Young King Ours GH,0,
26862,Elementary school student Masa is on the move!;;;;; Elementary school student Masa is on the move; Elementary school student Masa is on the move! Elementary school student Masa is on the move Elementary school student Masa is on the move Elementary school student Masa is on the move,(Kanpei Morito),1997,Comic Beam,0,
27206,Tsukkome! Hiyori-chan;;;;; Tsukkome! Hiyori-chan; Tsukkome Hiyori-chan; Tsukkome Hiyori-chan Kanehira da tsukkome Hiyori-chan Tsukkome Hiyori-chan,(Takekura Yamato),,,0,
26861,Himenoji sensei's ambition;;;;; Himenoji sensei's stumbling block; Himenoji sensei's ambition Himenoji sensei's stumbling block,(Kanpei Morito),1997,Comic Beam,0,
67967,Manken Eroman no Hoshi serialization ended Manken; Manken; Eroman no Hoshi; Eroman no Hoshi; Manken; Eroman no Hoshi Manken Manken Eroman no Hoshi Eroman no Hoshi,(Kanpei Morito),,Monthly Young King Ours GH,0,
34085,Full! This ○○ is erotic!!End of seriesFull! This ○○ is erotic!!;Manpukukonomarumarugaeroi;;Manpukukonomarumarugaeroi Manpukukonomarumarugaeroi,(Kanpei Morito),,Young Champion,0,
67941,Serialization islandSerialization endedSerialization island; Rensaijima;; Rensaijima Rensaijima Rensaijima,(Kanpei Morito),,Monthly Young King Ours GH,0,
31825,The struggle with my wife Serialization finished The struggle with my wife; The struggle with my wife;; The struggle with my wife The struggle with my wife,Illustrations by Morito Kanehira [Illustrations by Morito Kanehira],2007,Comic Charge,0,
9533,ANGEL HEARTANGEL HEART;Angel Heart;;Angel Heart Angel Heart,(Anna Shuuko),,,0,
28160,DAWN PURPLE-Purple dawnDAWN PURPLE;down ​​purple;;-purple dawn;murasakinoyoake;down ​​purple;purple dawn down purple down purple purple dawn purple dawn,(Anna Shuuko),,,0,
9535,Fisherman Boy;;;;;Fisherman Boy;Fisherman Boy Fisherman Boy,(Anna Shuuko),,,0,
18851,I will protect you;;;;; I will protect you; I will protect you; I will protect you,(Joji Joji),,,0,
18852,Female Swordsman Miyu Matchmaking Monster;;;;;;Female Swordsman Miyu Matchmaking Monster;Female Swordsman Miyu Matchmaking Monster;Female Swordsman Miyu Matchmaking Monster,(Joji Joji),,,0,
18853,"Miyu, the female swordsman, on her journey;;;;;;Miyu, the female swordsman, on her journey;Miyu, the female swordsman, on her journey;Miyu, the female swordsman, on her journey",(Joji Joji),,,0,
18857,"Private tutor Nami, do your best;;;;;Private tutor Nami, do your best;Private tutor Nami, do your best;Private tutor Nami, do your best;Private tutor Nami, do your best;Private tutor Nami, do your best",(Joji Joji),,,0,
18858,"Private tutor Nami, try harder;;;;;Private tutor Nami, try harder;Private tutor Nami, try harder;Private tutor Nami, try harder;Private tutor Nami, try harder;Private tutor Nami, try harder",(Joji Joji),,,0,
18856,Shiori-chan's logbook;;;;;Shiori-chan's logbook;Shiori-chan's logbook;Shiori-chan's logbook;Shiori-chan's logbook,(Joji Joji),,,0,
18855,A dilemma with exorcism;;;;; Taimade Dilemma; Taimade Dilemma; Taimade Dilemma Taimade Dilemma,(Joji Joji),,,0,
18854,Even if you're poor...;;;;;Even if you're poor; Poor demo; Even if you're poor... Poor demo Even if you're poor,(Joji Joji),,,0,
18859,Welcome Sugawara-san;;;;;Welcome Sugawara-san;Welcome Sugawara-san;Welcome Sugawara-san Welcome Sugawara-san,(Joji Joji),,,0,
33769,[R-16]R serialization ended;;;;[R-16]R;R16R;R16R R16R R16R,Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2014,Monthly Young Magazine,0,
91281,Metropolitan Police Department Story Fuutarou Meiji Theatre serialization ended Metropolitan Police Department Story; Keishichozoushi; Fuutarou Meiji Theatre; Fuutarou Meiji Theatre;; Police Department Story; Fuutarou Meiji Theatre Keishichozoushi Police Department Story Fuutarou Meiji Theatre Fuutarou Meiji Theatre,Manga (Naoki Higashi) [Manga: Naoki Higashi],2021,Morning,0,
78442,Entertainer exchange diary The story of Yellow Hearts Serialization ended Entertainer exchange diary; Entertainer exchange diary;; The story of Yellow Hearts; The story of Yellow Hearts; Entertainer exchange diary; The story of Yellow Hearts Entertainer exchange diary The story of Yellow Hearts,Manga (Naoki Higashi) [Manga: Naoki Higashi],year 2012,Monthly Young Magazine,0,
24693,Guardian of boys;;;;; Guardian of boys; Guardian of boys Guardian of boys,(Naoki Higashi),2003,Weekly Shonen Jump,0,
20332,Sowaka serialization ends Sowaka;; Sowaka Sowaka Sowaka,(Naoki Higashi),2001,Weekly Shonen Jump,4.2,5 cases
34966,The Bakuon Densetsu Kaburagi series has ended;;;; Bakuon Densetsu Kaburagi; Bakuon Densetsu Kaburagi Bakuon Densetsu Kaburagi Bakuon Densetsu Kaburagi,Manga (Naoki Higashi) [Manga: Naoki Higashi],2010,Magazine SPECIAL [1983-],0,
42810,Bakuken Densetsu Enma no Musukotachi (Bakuken Legend: Sons of Enma)Serialization End Bakuken Densetsu Enma no Musukotachi (Bakuken Legend: Sons of Enma),Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2016,Monthly Young Magazine,0,
16064,Fire!! Fire!!;;;;;Fire!! Fire!!;Fire Fire Fire,(Azuma Yoshinobu),,,0,
63866,"Immortal Kamikaze Soldier, To Those Who Live, Series End Immortal Kamikaze Soldier; Fujiminotokkohei; To Those Who Live, To Those Who Live, Fujiminotokkohei Fujiminotokkohei",Manga (Naoki Higashi) [Manga: Naoki Higashi],2018,young magazine,0,
34919,The Ring of Yohen Nibelung serialization ended The Ring of Yohen Nibelung; Yohen Nibelung no Yubiwa;; Yohen Nibelung no Yubiwa Yohen Nibelung no Yubiwa,Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2009,Weekly Shonen Champion,0,
19904,REALIZER-Realizer-One-shot;;;;;REALIZER-Realizer-;Realizer;Realizer Realizer Realizer,(Azuma Yoshinobu),the year of 2000,Weekly Shonen Jump,0,
33769,[R-16]R serialization ended;;;;[R-16]R;R16R;R16R R16R R16R,Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2014,Monthly Young Magazine,0,
91281,Metropolitan Police Department Story Fuutarou Meiji Theatre serialization ended Metropolitan Police Department Story; Keishichozoushi; Fuutarou Meiji Theatre; Fuutarou Meiji Theatre;; Police Department Story; Fuutarou Meiji Theatre Keishichozoushi Police Department Story Fuutarou Meiji Theatre Fuutarou Meiji Theatre,Manga (Naoki Higashi) [Manga: Naoki Higashi],2021,Morning,0,
78442,Entertainer exchange diary The story of Yellow Hearts Serialization ended Entertainer exchange diary; Entertainer exchange diary;; The story of Yellow Hearts; The story of Yellow Hearts; Entertainer exchange diary; The story of Yellow Hearts Entertainer exchange diary The story of Yellow Hearts,Manga (Naoki Higashi) [Manga: Naoki Higashi],year 2012,Monthly Young Magazine,0,
24693,Guardian of boys;;;;; Guardian of boys; Guardian of boys Guardian of boys,(Naoki Higashi),2003,Weekly Shonen Jump,0,
20332,Sowaka serialization ends Sowaka;; Sowaka Sowaka Sowaka,(Naoki Higashi),2001,Weekly Shonen Jump,4.2,5 cases
29756,CHILDRAGON serialization ended;;;;;CHILDRAGON;Childragon;Childragon Child Dragon Child Dragon,(Azuma Keishin),1999,Weekly Shonen Jump,0,
32126,CHILDRAGON [One-shot version] CHILDRAGON; Child Dragon;; Child Dragon; One-shot version Child Dragon Child Dragon,(Azuma Keishin),1998,Weekly Shonen Jump,0,
15928,Tsurezuregusa!! Tsurezuregusa!!;;;;;Tsurezuregusa;Tsurezuregusa;Tsurezuregusa!! Tsurezuregusa!! Tsurezuregusa,(Azuma Keishin),,,0,
34966,The Bakuon Densetsu Kaburagi series has ended;;;; Bakuon Densetsu Kaburagi; Bakuon Densetsu Kaburagi Bakuon Densetsu Kaburagi Bakuon Densetsu Kaburagi,Manga (Naoki Higashi) [Manga: Naoki Higashi],2010,Magazine SPECIAL [1983-],0,
42810,Bakuken Densetsu Enma no Musukotachi (Bakuken Legend: Sons of Enma)Serialization End Bakuken Densetsu Enma no Musukotachi (Bakuken Legend: Sons of Enma),Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2016,Monthly Young Magazine,0,
63866,"Immortal Kamikaze Soldier, To Those Who Live, Series End Immortal Kamikaze Soldier; Fujiminotokkohei; To Those Who Live, To Those Who Live, Fujiminotokkohei Fujiminotokkohei",Manga (Naoki Higashi) [Manga: Naoki Higashi],2018,young magazine,0,
34919,The Ring of Yohen Nibelung serialization ended The Ring of Yohen Nibelung; Yohen Nibelung no Yubiwa;; Yohen Nibelung no Yubiwa Yohen Nibelung no Yubiwa,Illustrations by Naoki Higashi [Illustrations by Naoki Higashi],2009,Weekly Shonen Champion,0,
19904,REALIZER-Realizer-One-shot;;;;;REALIZER-Realizer-;Realizer;Realizer Realizer Realizer,(Azuma Yoshinobu),the year of 2000,Weekly Shonen Jump,0,
36095,Shinigami Maboroshi-chanOne-shot Shinigami Maboroshi-chan,(Shigeru Mizuki),1976,Monthly Manga Shonen,0,
51330,Medal Reading Medal,(Shigeru Mizuki),1964,Garo,0,
51332,Neko Nin One-shot Neko Nin,(Shigeru Mizuki),1964,Garo,0,
51335,God One-shot God,(Shigeru Mizuki),1965,Garo,0,
51348,The Swordsman and the PotamochiOne-shotThe Swordsman and the Potamochi,(Shigeru Mizuki),1965,Garo,0,
51543,Kami-sama One-shot Kami-sama,(Shigeru Mizuki),1966,Manga Heaven [1960-1985],0,
51544,The World of the Crystal BallOne-shotThe World of the Crystal Ball,(Shigeru Mizuki),1967,Manga Heaven [1960-1985],0,
51545,The person next doorOne-shotThe person next door,(Shigeru Mizuki),1966,Manga Heaven [1960-1985],0,
51546,Gravekeeper's Bug One-shot Gravekeeper's Bug,(Shigeru Mizuki),1966,Manga Heaven [1960-1985],0,
51548,Magic Stone Reading Magic Stone,(Shigeru Mizuki),1966,Manga Heaven [1960-1985],0,
51559,Erotic Kappa One-shot Erotic Kappa,(Shigeru Mizuki),1975,Manga Sunday,0,
51561,The great Kumakusu one-shot The great Kumakusu,(Shigeru Mizuki),1973,Manga Sunday,0,
51562,One-shot of Senninshu Senninshu,(Shigeru Mizuki),1967,Manga Sunday,0,
182,The strange and mysterious directory of the East and West,,,,,
51626,Blue Hood One-shot Blue Hood,(Shigeru Mizuki),1973,tide,0,
51647,Ninja Mugeichou: A story of an innocent boy.,(Shigeru Mizuki),1963,Newly drawn,0,
