Work ID,Title,Credit(Different PN),First published,First published in,evaluation,review
28517,LOVE GAME serialization ended LOVE GAME; Love Game;; Love Game Love Game,(Oshima Towa),NULL,COMIC Zeroshiki,0,NULL
88918,Rokujo HitomaOne-shotAdult-rated Rokujo Hitoma;Rokujo Hitoma;;Rokujo Hitoma Rokujo Hitoma,(Oshima Towa),the year of 2000,Magazine data unknown/unregistered,0,NULL
24995,Aquarian Age Orion no Shounen;;;;;Aquarian Age Orion no Shounen;Aquarian Age Orion no Shounen;Aquarian Age Orion no Shounen Aquarian Age Orion no Shounen,(Sakurako Gokurakuin),NULL,NULL,0,NULL
43225,Kaisei no Caricature Kaisei no Caricature Kaisei no Caricature Kaisei no Caricature,"Original concept, setting, and storyboard (Sakurako Gokurakuin) [Illustrations: Sora Todoroki]",NULL,NULL,0,NULL
19207,Category:Freaks;;;;;;KategoriFreaks;Category:Freaks;CategoryFreaks CategoryFreaks KategoriFreaks,(Sakurako Gokurakuin),NULL,NULL,0,NULL
2923,gorgeous triangle;;;;; gorgeous triangle; gorgeous triangle gorgeous triangle gorgeous triangle,(Sakurako Gokurakuin),NULL,NULL,0,NULL
71139,Saki re:KING'S TILE DRAW Saki-Saki- re:KING'STILE DRAW; Sakiri:King Style Draw Saki Saki,Manga (Sakurako Gokurakuin) [Manga: Sakurako Gokurakuin],NULL,NULL,0,NULL
36469,Sekirei series ended Sekirei;;Sekirei Sekirei Sekirei,(Sakurako Gokurakuin),2004,Gan Gan YG,0,NULL
52243,Sekirei: 365 days without my girlfriend Series ended Sekirei; 365 days without my girlfriend; 365 days without my girlfriend;;Sekirei; 365 days without my girlfriend Sekirei Sekirei 365 days without my girlfriend 365 days without my girlfriend,(Sakurako Gokurakuin),2017,Young Gangan,0,NULL
90482,Sekirei [Special Edition] One-shot Sekirei;; Sekirei; Special Edition Sekirei Sekirei,(Sakurako Gokurakuin),2011,Young Gangan,0,NULL
44077,Brave Star☆Romantics serialization ended Brave Star☆Romantics; Brave Star Romantics;;BRAVE STAR☆ROMANTICS; Brave Star Romantics Brave Star Romantics Brave Star Romantics,(Sakurako Gokurakuin),2015,Young Gangan,0,NULL
15372,my favorite teacher my favorite teacher;bokunosukinasensei;;my favorite teacher my favorite teacher,(Sakurako Gokurakuin),NULL,NULL,0,NULL
86366,Returners ~The Red Returner~Serialization endedReturners;~The Red Returner~;;Returners Returners Returners,(Sakurako Gokurakuin),2009,Monthly Young Jump,0,NULL
73294,Rokusho!Serialization in progress Rokusho!;Rokusho;;Rokusho Rokusho Rokusho,(Sakurako Gokurakuin),2018,Shonen Gangan,0,NULL
76715,MM! The series has ended MM!;MM;;MM MM MM,Character design (QP:flapper) [Illustration: Hizuki Issei],2008,Monthly Comic Alive,0,NULL
45935,Girlish Number serialization ended Girlish Number; Girlish Number;; gi(a)rlish number; Girlish Number Girlish Number,Original character design (QP:flapper) [Manga: Domoto Yuki],2016,Dengeki G's Comic [Magazine version],0,NULL
78863,Girlish Number momoka memorial serialization ended Girlish Number; Girlish Number;; momoka memorial; Momoka Memorial; Girlish Number; Momoka Memorial Girlish Number Girlish Number Momoka Memorial Momoka Memorial,Original character design (QP:flapper) [Illustration by Surada Mami],2016,Dengeki G's Comic [Magazine version],0,NULL
48833,Girlish Number ShuraSerialization ended Girlish Number Shura; Girlish Number Shura;; Girlish Number Shura Girlish Number Shura Girlish Number Shura,Original character design (QP:flapper) [Illustration by Ikezawa Makoto],2016,DengekiG's magazine.com,0,NULL
46465,I'm watching one-shot I'm watching; Miteiru; Miteiru I'm watching,(Sato Shinobu),2016,Monthly Comic Alive,0,NULL
20056,SUPERMARIOADVENTURES;;;;;SUPERMARIOADVENTURES;Super Mario Adventures;Super Mario Adventures Super Mario Adventures,(Charlie Nozawa),NULL,NULL,0,NULL
28247,WARIO VS MARIO;;;;;WARIO VS MARIO;Wario vs Mario;Wario vs Mario Wario vs Mario,(Charlie Nozawa),NULL,NULL,0,NULL
100876,Ane Mad Love ~A body that wants to be teased by the younger brother's master~Serialization endedAdult rated Ane Mad Love;;~A body that wants to be teased by the younger brother's master~,(Sakurakutei),NULL,"COMIC Reboot ""Kaen"" Special Edition",0,NULL
100828,Radical sister is in heat with her brotherSerialization endedAdult ratedRadical sister is in heat with her brother;Shadow sister is in heat with her brother;;Shadow sister is in heat with her brother Shadow sister is in heat with her brother Shadow sister is in heat with her brother,(Sakurakutei),NULL,"COMIC Reboot ""Kaen"" Special Edition",0,NULL
100907,Ponkotsu Chijo Pai Sensation serialization endedAdult rated Ponkotsu Chijo Pai Sensation; Ponkotsu Chijo Pai Sensation;; Ponkotsu Chijo Pai Sensation Ponkotsu Chijo Pai Sensation,(Sakurakutei),NULL,"COMIC Reboot ""Kaen"" Special Edition",0,NULL
59946,10 Day Lover 10 Day Lover,(Hanazu Hanayo),NULL,LoveSilky,0,NULL
90375,Weather forecaster Kyono SoraOne-shot Weather forecaster Kyono Sora,(Hanazu Hanayo),2006,Young Gangan,0,NULL
59942,I'm gonna cum in my mouth! I'm gonna cum in my mouth!,(Hanazu Hanayo),2013,LoveSilky,0,NULL
39223,Passionate thing Passionate thing; Passionate thing; Passionate thing Passionate thing Passionate thing,(Hanazu Hanayo),NULL,NULL,0,NULL
39232,Fight! WAC-chan;;;;Fight! WAC-chan;Fight! WAC-chan;Fight! WAC-chan;Fight! WAC-chan Fight! WAC-chan Fight! WAC-chan,(Hanazu Hanayo),NULL,NULL,0,NULL
35563,I'll definitely make my daughter a pro!Serialization finishedI'll definitely make my daughter a pro!;I'm going to make my daughter a pro;I'm going to make my daughter a pro;;I'm going to make my daughter a pro I'm going to make my daughter a pro I'm going to make my daughter a pro,Illustrations (Hanazu Hanayo) [Illustrations: Hanazu Hanayo],2015,GOLF Comics,0,NULL
31499,Virgin House serialization has ended;;;;; Virgin House; Virgin House Virgin House,(Hanazu Hanayo),NULL,Big Comic Spirits,0,NULL
52718,Merry Child One-shot Merry Child;; Merry Child Merry Child,(Takako Sakurai),2002,Weekly Shonen Sunday Super,0,NULL
83205,GIRL BOT v7.0Adult rated GIRL BOT v7.0; Girlbot version nana;; Girlbot version nana Girlbot version nana Girlbot version nana,(GGGGGGGGGG),NULL,NULL,0,NULL
73745,Homing instinct Adult designated homing instinct; Kisouhonnou;; Kisouhonnou Kisouhonnou,(GGGGGGGGGG),NULL,NULL,0,NULL
76970,forced adult video appearance adult forced adult video appearance; ...,(GGGGGGGGGG),NULL,NULL,0,NULL
74962,The only girl in the world Adult designated The only girl in the world; Kouitten Girl;; Kouitten Girl Kouitten Girl Kouitten Girl,(GGGGGGGGGG),NULL,NULL,0,NULL
74501,"I'll make this the last one... I'll make this the last one for adults...;I'll make this the last one, I'll make this the last one,",(GGGGGGGGGG),NULL,NULL,0,NULL
77098,Wherever you want to goAdult designated Wherever you want to go; Tokoro Kamawazu; Tokoro Kamawazu Wherever you want to go,(GGGGGGGGGG),NULL,NULL,0,NULL
74103,Introverted CosmoAdult rated Introverted Cosmo; Introverted Cosmo;; Introverted Cosmo Introverted Cosmo Introverted Cosmo,(GGGGGGGGGG),NULL,NULL,0,NULL
74104,Introverted Monitor Original Drawing Adult Designated Introverted Monitor; Naikouteki Monitor;; Naikoutekimonita Naikoutekimonita Naikoutekimonita,(GGGGGGGGGG),year 2012,Newly drawn,0,NULL
75439,Manbiki Enzai Adult designated Manbiki Enzai;; Manbiki Enzai Manbiki Enzai Manbiki Enzai,(GGGGGGGGGG),NULL,NULL,0,NULL
73780,Split the bill (adults only) Split the bill Split the bill,(GGGGGGGGGG),NULL,NULL,0,NULL
38123,The correct way to make Jump! The correct way to make Jump!; The correct way to make Jump;; The correct way to make Shonen Jump!; The correct way to make Shonen Jump The correct way to make Jump,(Takeshi Sakurai),2014,Shonen Jump+,0,NULL
55582,Jump PAINT x iPad Pro x The lowest manga artist tried drawing a manga!! One-shot Jump PAINT x iPad Pro x The lowest manga artist tried drawing a manga!! I tried drawing it with Jump PAINT!,(Takeshi Sakurai),2017,Shonen Jump+,0,NULL
96960,How Jump UT is made! Serialization ends How Jump UT is made!,(Takeshi Sakurai),2018,Shonen Jump+,0,NULL
97244,I tried partying at Shonen Jump PARTY!One-shotI tried partying at Shonen Jump PARTY!;I tried partying at Shonen Jump PARTY;;I tried partying at Shonen Jump PARTY I tried partying at Shonen Jump PARTY I tried partying at Shonen Jump PARTY,(Takeshi Sakurai),2018,Shonen Jump+,0,NULL
49669,Go! Jump Heppoko Tankentai! Serialization in progress Go! Jump Heppoko Tankentai!; Go! Jump Heppoko Tankentai;; Go! Jump Heppoko Tankentai Go! Jump Heppoko Tankentai Go! Jump Heppoko Tankentai,(Takeshi Sakurai),2017,Shonen Jump+,0,NULL
38136,"One-shot of Yamiko-san, the exorcist girl;;;;; Yamiko-san, the exorcist girl; Yamiko-san, the exorcist girl; Yamiko-san, the exorcist girl; Yamiko-san, the exorcist girl; Yamiko-san, the exorcist girl",(Takeshi Sakurai),2007,Weekly Shonen Jump,0,NULL
96337,The complete list of serious fights between celebritiesOne-shotThe complete list of serious fights between celebrities;The complete list of serious fights between celebrities;The complete list of serious fights between celebrities,Manga (Sakuraichi Bargain) [Manga: Sakuraichi Bargain],2023,Magazine data unknown/unregistered,0,NULL
33871,The island of despair 100 men in briefs vs. 1 modified gal serialization ended;;;100 men in briefs vs. 1 modified gal;Zetsubou no Hanto;Zetsubou no Hanto;Zetsubou no Hanto Zetsubou no Hanto,(By Toshifumi Sakurai),NULL,Manga Action [2004~],0,NULL
60617,Brothers in a bathtub ~ Earth sinking ~ Series ended Brothers in a bathtub; Brothers in a bathtub;; ~ Earth sinking ~; Earth warts; Brothers in a bathtub; Earth warts Brothers in a bathtub Brothers in a bathtub Earth warts Earth warts,(By Toshifumi Sakurai),2018,Manga Action [2004~],0,NULL
46939,Manga Report Middle-Aged VirginSerialization EndsManga Report Middle-Aged Virgin;Manga Report Middle-Aged Virgin;;Manga Report Middle-Aged Virgin Manga Report Middle-Aged Virgin,Manga (Sakuraichi Bargain) [Manga: Sakuraichi Bargain],2015,LEED cafe,0,NULL
96337,The complete list of serious fights between celebritiesOne-shotThe complete list of serious fights between celebrities;The complete list of serious fights between celebrities;The complete list of serious fights between celebrities,Manga (Sakuraichi Bargain) [Manga: Sakuraichi Bargain],2023,Magazine data unknown/unregistered,0,NULL
3295,Trio the Hagezans;;;;;Trio the Hagezans;Trio the Hagezans;Trio the Hagezans Trio the Hagezans Torio the Hagezans,(Toshifumi Sakurai),NULL,NULL,0,NULL
46939,Manga Report Middle-Aged VirginSerialization EndsManga Report Middle-Aged Virgin;Manga Report Middle-Aged Virgin;;Manga Report Middle-Aged Virgin Manga Report Middle-Aged Virgin,Manga (Sakuraichi Bargain) [Manga: Sakuraichi Bargain],2015,LEED cafe,0,NULL
3296,Monzetsu Monroe;;;;Monzetsu Monroe;Monzetsu Monroe;Monzetsu Monroe Monzetsu Monroe,(Toshifumi Sakurai),NULL,NULL,0,NULL
77008,Cabakura!Serialization ended Cabakura!;Cabakura;;Cabakura Cabakura Cabakura,(Yoshikita Popuri),2010,Manga 4koma Palette,0,NULL
77010,Cabakura! [One-shot version] One-shot Cabakura!;Cabakura;;Cabakura;One-shot version Cabakura Cabakura,(Yoshikita Popuri),2009,"Manga Palette Lite [Special edition of ""Manga 4koma KINGS Palette""]",0,NULL
71052,A girl in love dreams of erotic manga. Serialization ended. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga. A girl in love dreams of erotic manga.,(Yoshikita Popuri),NULL,Monthly Comic Dengeki Daioh,0,NULL
61060,Henkei Shoujo School☆Days serialization ended Henkei Shoujo;;school☆days;School Days;Henkei Shoujo;School Days Henkei Shoujo Henkei Shoujo School Days School Days,Manga (Yoshikita Popuri) [Manga: Yoshikita Popuri],NULL,Monthly Comic Dengeki Daioh,0,NULL
54386,See you again at classroom; See you again at classroom,(Yoshikita Popuri),2017,Manga Time Kirara Miracle,0,NULL
79535,Dreaming boys are realistsSerializationDreaming boys are realists;Yumemirudanshihagenjitsugishya;;YumemirudanshihagenjitsugishyaYumemirudanshihagenjitsugishya,Manga (Yoshikita Popuri) [Manga: Yoshikita Popuri],2021,Ace Plus,0,NULL
33871,The island of despair 100 men in briefs vs. 1 modified gal serialization ended;;;100 men in briefs vs. 1 modified gal;Zetsubou no Hanto;Zetsubou no Hanto;Zetsubou no Hanto Zetsubou no Hanto,(By Toshifumi Sakurai),NULL,Manga Action [2004~],0,NULL
3295,Trio the Hagezans;;;;;Trio the Hagezans;Trio the Hagezans;Trio the Hagezans Trio the Hagezans Torio the Hagezans,(Toshifumi Sakurai),NULL,NULL,0,NULL
60617,Brothers in a bathtub ~ Earth sinking ~ Series ended Brothers in a bathtub; Brothers in a bathtub;; ~ Earth sinking ~; Earth warts; Brothers in a bathtub; Earth warts Brothers in a bathtub Brothers in a bathtub Earth warts Earth warts,(By Toshifumi Sakurai),2018,Manga Action [2004~],0,NULL
3296,Monzetsu Monroe;;;;Monzetsu Monroe;Monzetsu Monroe;Monzetsu Monroe Monzetsu Monroe,(Toshifumi Sakurai),NULL,NULL,0,NULL
72528,Okaken one-shot Okaken;Okaken;;Okaken Okaken,(July),2018,Manga Time Kirara Carat,0,NULL
31404,Lyrical☆Strawberry serialization ended;;;;;Lyrical☆Strawberry;Lyrical Strawberry;Lyrical Strawberry Lyrical Strawberry Lyrical Strawberry,(Aida Sakura),2004,COMIC Gyutto!,0,NULL
71540,Adventure Time Space Time Net serialization ended Adventure Time Space Time Net; Boukenjiku Time Net;; Boukenjiku Time Net Boukenjiku Time Net Boukenjiku Time Net,Original work (Yamada Sakuramaru) [Manga: Seiya Hiroshi],1999,Fifth grade elementary school,0,NULL
86166,Come back to the countryside♥ Serialized Adults only Come back to the countryside♥; Come back to the countryside;; Come back to the countryside Come back to the countryside Come back to the countryside,(Ikura Fujimoto),2022,"COMIC Reboot ""Kaen"" Special Edition",0,NULL
79515,Mugenkyokan serialization endedMugenkyokan; Mugenkyokan;; Mugenkyokan Mugenkyokan Mugenkyokan,(Akira Mii),1993,Comic Master,0,NULL
98549,Parikko's Sake Legend File Serialization Parikko's Sake Legend File,Manga (Renoir Brothers) [Manga: Renoir Brothers],2023,Manga Action [2004~],0,NULL
62804,"Goodbye, Mossan. End of seriesGoodbye, Mossan. ;Goodbye Mossan;;Goodbye MossanGoodbye MossanGoodbye Mossan",(Renoir Brothers),2011,Monthly Spirits,0,NULL
38108,Girl's Holy Scripture Besuke Desu Kebesu is currently being serialized;;;; Girl's Holy Scripture Besuke Desu Kebesu; Girl's Holy Scripture Besuke Desu Kebesu Girl's Holy Scripture Besuke Desu Kebesu Girl's Holy Scripture Besuke Desu Kebesu,(Renoir Brothers),2014,Bessatsu Shonen Champion,0,NULL
56630,Manja road tiles... when it's about to start...serialization endsManja road tiles... when it's about to start...;Manjamichi hai shirisomeshi koroni;;Manjamichi hai shirisomeshi koroni Manjamichi hai shirisomeshi koroni Manjamichi hai shirisomeshi koroni,Original work (Renoir Brothers Sakon) [Illustration by Masakazu Suzuki],2013,Modern Mahjong,0,NULL
59614,Onokoron serialization endedOnokoron;Onokoron;Onokoron;;Onokoron Onokoron Onokoron,Original work (Renoir Brothers) [: Takamoto Yoneko],year 2012,Manga Sunday,0,NULL
55271,SOOO BAD TUNINGOne-shotSOOO BAD TUNING,(Nami Sasao),1981,Puff,0,NULL
71042,Go to Jericho!One-shotGo to Jericho!,(Nami Sasao),1982,Princess GOLD,0,NULL
53175,Blue Fruits One-shot Blue Fruits; Blue Fruits;; Blue Fruits Blue Fruits,(Nami Sasao),1979,Hana to Yume Special Edition,0,NULL
53143,Onion slice to you one-shotOnion slice to you;Anatani onion slice;;Onion slice to you Anatani onion slice Onion slice to you,(Nami Sasao),1984,BE・LOVE Pair,0,NULL
53141,Liar on a Rainy Day One-shot Liar on a Rainy Day; Amenohinihausotuki;; Amenohinihausotuki Amenohinihausotuki Amenohinihausotuki,(Nami Sasao),1985,Jour lovely housewives,0,NULL
53183,The most wonderful earrings one-shotThe most wonderful earrings; Ichiban Sutekina Earrings;; The most wonderful earrings Ichiban Sutekina Earrings The most wonderful earrings,(Nami Sasao),1982,Princess GOLD,0,NULL
53136,Happiness in the sea One-shotHappiness in the sea;Happiness in the sea;;Happiness in the sea Happiness in the sea,(Nami Sasao),1978,Hana to Yume,0,NULL
53138,Pencil writing afternoon One-shot Pencil writing afternoon; Pencil writing afternoon; Pencil writing afternoon Pencil writing afternoon Pencil writing afternoon,(Nami Sasao),1982,Princess,0,NULL
53184,Lemon for a fresh mouth Read Lemon for a fresh mouth; Lemon for a fresh mouth; Lemon for a fresh mouth Lemon for a fresh mouth Lemon for a fresh mouth,(Nami Sasao),1982,Princess GOLD,0,NULL
58047,Kayoko Lullaby serialization ended Kayoko Lullaby; Kayoko Lullaby;; Kayoko Lullaby Kayoko Lullaby,(Sasoumi),1981,Monthly Play Comic,0,NULL
53181,"A melody you don't know, one-shot A melody you don't know; A melody you don't know; A melody you don't know; A melody you don't know",(Nami Sasao),1981,Viva Princess Special Edition,0,NULL
53137,Hello in the DarkOne-shot Hello in the Dark;Kurayami de Konnichiha;;Hello in the DarkKurayami de Konnichiha Hello in the Dark,(Nami Sasao),1979,Hana to Yume,0,NULL
58335,One o'clock in the morning one ...,(Nami Sasao),1987,Ami Jour,0,NULL
53144,Are the cherry blossoms here yet? One-shot Are the cherry blossoms here yet?; Sakura Hamadaka;; Are the cherry blossoms here yet? Sakura Hamadaka Are the cherry blossoms here yet?,(Nami Sasao),1985,BE・LOVE Pair,0,NULL
58044,True story! Kazuko Yumeno's gale of youth one-shot True story! Kazuko Yumeno; jitsuroku yume no kazuko;; gale of youth; shippu no seishunhen; jitsuroku yume no kazuko; shippu no seishunhen jitsuroku yume no kazuko jitsuroku yume no kazuko shippu no seishunhen shippu no seishunhen,(Nami Sasao),1982,Puff,0,NULL
71043,True story! Kazuko Yumeno's gale of youth one-shot True story! Kazuko Yumeno; jitsuroku yume no kazuko;; gale of youth; shippu no seishunhen; jitsuroku yume no kazuko; shippu no seishunhen jitsuroku yume no kazuko jitsuroku yume no kazuko shippu no seishunhen shippu no seishunhen,(Nami Sasao),1982,Puff,0,NULL
54668,Chart style marriage problems that often appear in examsOne-time reading Chart style marriage problems that often appear in exams; Chart style marriage problems that often appear in exams; Chart style marriage problems that often appear in exams Chart style marriage problems that often appear in exams,(Nami Sasao),1985,Ami Jour,0,NULL
53142,Tsuoiko won't lose! One-shot Tsuoiko won't lose!; Tsuoiko won't lose;; Tsuoiko won't lose Tsuoiko won't lose,(Nami Sasao),1985,BE・LOVE,0,NULL
53135,Telepathy Love One-shot Telepathy Love; Telepathy Love;; Telepathy Love Telepathy Love,(Nami Sasao),1978,Hana to Yume,0,NULL
58042,"A secret story is, um, ne, ne... Read the whole story A secret story is, um, ne, ne...; A secret story is, um, ne, ne;; A secret story is, um, ne, ne A secret story is, um, ne, ne",(Sasoumi),1978,Doujinshi,0,NULL
53139,25th month sickness one-shot 25th month sickness; 25th month sickness;; 25th month sickness 25th month sickness,(Nami Sasao),1985,Jour lovely housewives,0,NULL
58718,Heroman in Room 206One-shotHeroman in Room 206;Heroman in Room 206;;Heroman in Room 206,(Sasoumi),1979,Weekly Shonen Magazine SPECIAL [1979],0,NULL
54669,Heart Week One-shot Heart Week; Heart Week;; Heart Week Heart Week,(Nami Sasao),1986,Jour lovely housewives,0,NULL
53182,Don't eat the half moonOne-shotDon't eat the half moon;Don't otaku the half moon;;Don't eat the half moonDon't otaku the half moonDon't eat the half moon,(Nami Sasao),1982,Viva Princess Special Edition,0,NULL
69767,Roses are born in Shuraba. A story of the struggles of a shojo manga assistant in the 70s. A new drawing of a rose is born in Shuraba; Baraha Shuraba de Umareru;; A story of the struggles of a shojo manga assistant in the 70s; Nanajuunendai Shoujo Manga Assistant Funtouki; Roses are born in Shuraba; Nanajuunendai Shoujo Manga Assistant Funtouki Baraha Shuraba de Umareru Roses are born in Shuraba Nanajuunendai Shoujo Manga Assistant Funtouki Nanajuunendai Shoujo Manga Assistant Funtouki,(Nami Sasao),2020,Newly drawn,0,NULL
53161,Swing SeasonOne-shot Swing Season; Swing Season; Swing Season Swing Season,(Nami Sasao),1980,Special issue of Hana to Yume,0,NULL
55671,Honmoku Midnight one shot Honmoku Midnight; Honmoku Midnight;; Honmoku Midnight Honmoku Midnight,(Nami Sasao),1982,DUO,0,NULL
53174,Melodic Romance One-shot Melodic Romance; Melodic Romance;; Melodic Romance Melodic Romance,(Nami Sasao),1979,Hana to Yume,0,NULL
53140,Last dummy one-shot Last dummy;; Last dummy Last dummy,(Nami Sasao),1985,Jour lovely housewives,0,NULL
93706,"The Grey Cross, the tragedy of war that struck a family living in Kobe! The Grey Cross; The Grey Deer;;The tragedy of war that struck a family living in Kobe!;The tragedy of war that struck a family living in Kobe;The Grey Deer;The tragedy of war that struck a family living in Kobe The Grey Deer The tragedy of war that struck a family living in Kobe",Manga (Atsushi Sasaki) [Manga: Atsushi Sasaki],NULL,NULL,0,NULL
26207,Wandering Tessen Detective Story Wandering Tessen Detective Story; Wandering Tessen Detective Story;; Wandering Tessen Detective Story Wandering Tessen Detective Story Wandering Tessen Detective Story,(Atsushi Sasaki),NULL,NULL,0,NULL
58392,Line one-shot line;; line line line,(Atsushi Sasaki),1989,Weekly Shonen Champion,0,NULL
58345,Radical Kotaro serialization ended Radical Kotaro; Radical Kotaro;; Radical Kotaro Radical Kotaro,(Atsushi Sasaki),1988,Weekly Shonen Champion,0,NULL
90972,Shiroi HanaOne-shotAdult ratingShiroi Hana,(Nao Sugahara),2004,Comic Little Pierce,0,NULL
95735,Sister x Student = Young WifeOne-shotAdult-ratedSister x Student = Young Wife,(Nao Sugahara),NULL,Magazine data unknown/unregistered,0,NULL
96549,Welcome to the Gekkeikan! One-shot story for adults Welcome to the Gekkeikan!,(Nao Sugahara),NULL,Magazine data unknown/unregistered,0,NULL
96162,My Brother's Wife's Body One-shot Adult-only My Brother's Wife's Body; Otome no Karada;; Otome no Karada Otome no Karada Otome no Karada,(Nao Sugahara),NULL,Magazine data unknown/unregistered,0,NULL
93891,Otome no Chiru AkaOne-shotAdult ratedOtome no Chiru Aka;Otome no Chiru Aka;;Otome no Chiru Aka Otome no Chiru Aka,(Nao Sugahara),2004,Comic Little Pierce,0,NULL
93362,Saihate no shojo (The Girl at the End of the World)One-shot (Adults only) Saihate no shojo (The Girl at the End of the World),(Nao Sugahara),2004,Comic Little Pierce,0,NULL
91752,Tasogare EteOne-shotAdult ratedTasogare Ete;Tasogare Haete;;Tasogare Haete Tasogare Haete,(Nao Sugahara),2004,Comic Little Pierce,0,NULL
95930,Min×naOne-shotAdult ratingMin×na;Mikakeruna;;Mikakeruna Mikakeruna,(Nao Sugahara),NULL,Magazine data unknown/unregistered,0,NULL
92493,Michitesaku One-shot Adult designation Michitesaku; Michitesaku;; Michitesaku Michitesaku Michitesaku,(Nao Sugahara),NULL,Magazine data unknown/unregistered,0,NULL
10691,Nobunaga-kun's diary;;;;;Nobunaga-kun's diary;Nobunaga-kun's diary Nobunaga-kun's diary,(Keiko Sasaki),NULL,NULL,0,NULL
10700,Devil girl;;;;;; Devil girl; Devil girl; Devil girl Akuma girl,(Keiko Sasaki),NULL,NULL,0,NULL
10698,Cat is a gentle music box;;;;; Cat is a gentle music box; Cat Hayasashii music box Cat Hayasashii music box Cat is a gentle music box,(Keiko Sasaki),NULL,NULL,0,NULL
10699,A monster woman is coming;;;;; A monster woman is coming; A monster woman is coming; A monster woman is coming; A monster woman is coming; A monster woman is coming; A monster woman is coming,(Keiko Sasaki),NULL,NULL,0,NULL
87647,Take me to the other world; Take me to the other world; Take me to that world Take me to that world Take me to that world,(Keiko Sasaki),2007,Magazine data unknown/unregistered,0,NULL
64032,Start playing from E. End of series Start playing from E. ;Ee kara hikina;;Ee kara hikina Ee kara hikina,(Takuma Sasaki),year 2012,evening,0,NULL
44625,Re:Load SerializationRe:Load;Reload;;Reload Reload Reload,(Takuma Sasaki),2016,Weekly Manga Goraku,0,NULL
90052,Poo-chan & Pepper one-shot Poo-chan & Pepper; Poo-chan and Pepper;; Poo-chan and Pepper Poo-chan and Pepper,(Takemaru Sasagi & Yasuko Sugiki),1997,Ciao,0,NULL
14474,Otanko Nurse serialization has ended. Representative work;;;;; Otanko Nurse; Otanko Nurse Otanko Nurse Otanko Nurse,Illustrations by Rinko Sasaki [Illustrations by Rinko Sasaki],NULL,Big Comic Spirits,Five,2 Results
3331,End of serialization of Animal Doctor Representative work;;;;; Animal Doctor; Animal Doctor Animal Doctor,(Rinko Sasaki),1988,Hana to Yume,4.7,24 Results
30792,Apron Complex;;;;;Apron Complex;Apron Complex;Apron Complex Apron Complex Apron Complex,(Rinko Sasaki),NULL,Hana to Yume Special Edition,0,NULL
30796,"Above the wind, under the sky;;;;;; above the wind, under the sky; above the wind, under the sky",(Rinko Sasaki),NULL,Special issue of Hana to Yume,0,NULL
3328,Family portrait;;;;;Family portrait;Family portrait Family portrait,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
30795,phobia of the kaleidoscope;;;;;; phobia of the kaleidoscope; phobia of the kaleidoscope; phobia of the kaleidoscope,(Rinko Sasaki),NULL,Hana to Yume EX,0,NULL
30811,Side dishes with a sense of déjà vu;;;;;;Dishes with a sense of déjà vu;Dishes with a sense of déjà vu;Dishes with a sense of déjà vu;Dishes with a sense of déjà vu,(Rinko Sasaki),NULL,Hanayume EPO,0,NULL
30806,Your name is;;;;;Kimi no na wa;Kimi no naha;Your name is Kimi no naha Kimi no na wa,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
30813,Christmas Mystery One-shot;;;;Christmas Mystery;Christmas Mystery;Christmas Mystery Christmas Mystery Christmas Mystery,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
30812,Comic Festival;;;;; Comic Festival; Comic Festival; Comic Festival Comic Festival Comic Festival,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
30804,Collector;;;;;Collector;Collector Collector,(Rinko Sasaki),NULL,Hana to Yume Special Edition,0,NULL
3329,The magician of the dining table one-shot;;;;;;The magician of the dining table;The magician of the dining table,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
3330,labyrinth of pronouns;;;;; labyrinth of pronouns; labyrinth of pronouns labyrinth of pronouns,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
95902,The channel remains the same! HHTV Hokkaido ★ TV channel remains the same!; Channel hasonoma;; HHTV Hokkaido ★ TV; HHTV Hokkaido Hoshi TV; The channel remains the same; HHTV Hokkaido Hoshi TV Channel hasonoma; The channel remains the same HHTV Hokkaido Hoshi TV HHTV Hokkaido Hoshi TV,(Rinko Sasaki),NULL,NULL,0,NULL
30803,A little bit of hard-boiled one-shot;;;;A little bit of hard-boiled;A little bit of hard-boiled;A little bit of hard-boiled A little bit of hard-boiled A little bit of hard-boiled,(Rinko Sasaki),NULL,Hana to Yume,0,NULL
88871,Murder in the Moon BuildingSerialization finishedMurder in the Moon Building;Murder in the Moon Building;;Murder in the Moon Building,Manga (Rinko Sasaki) [Manga: Rinko Sasaki],2004,Monthly IKKI,0,NULL
30808,Camellia Hall;;;;; Tsubakiyakata; Tsubakiyakata; Tsubakiyakata Tsubakiyakata,(Rinko Sasaki),NULL,Hanayume EPO,0,NULL
30810,white coat angel;;;;; white coat angel; white coat angel,(Rinko Sasaki),NULL,Hanayume EPO,0,NULL
30794,Ballerina;;;;;Ballerina;Ballerina Ballerina Ballerina,(Rinko Sasaki),NULL,Hana to Yume EX,0,NULL
